StateName,StateFIPS,PUMA,Counties Within PUMA,PumaState,uninsured_total,uninsured_percent,FoodStamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
Florida,12,4009,Miami-Dade County (part),1204009,26867,32.5,38.4,9.2,19.1,22.4%,34.5%,14.8%,62.3%,31.2%,6.5%,49.0%,51.0%,25.6%,29.1%,42.4%,8.7%,45.9%,2.8%,0.0%,0.3%,0.0%,7.6%,67.1%,1.0%,6.7%,2.5%,18.2%,13.4%,5.9%,12.6%,6.4%,5.4%,31.0%,61.7%,7.3%,24.4%,67.4,23.8,0.0,0.3,0.0,0.0,0.0,8.5,8.5,French Creole
Florida,12,4010,Miami-Dade County (part),1204010,33451,32.4,31.9,8.8,15.7,23.2%,38.7%,13.6%,61.5%,30.1%,8.4%,52.3%,47.7%,25.4%,27.1%,82.3%,7.8%,9.4%,0.5%,0.0%,0.0%,0.0%,5.3%,73.3%,0.0%,11.1%,3.8%,17.4%,17.6%,6.3%,9.9%,6.8%,2.0%,35.4%,49.0%,15.6%,42.7%,48.1,51.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,"Mon-Khmer, Cambodian"
Florida,12,4011,Miami-Dade County (part),1204011,35430,32.1,47.7,11.2,9.5,13.9%,46.5%,18.9%,59.0%,37.6%,3.4%,51.5%,48.5%,33.5%,29.1%,94.0%,2.9%,2.0%,1.1%,0.0%,0.0%,0.0%,6.0%,73.6%,0.2%,9.2%,2.6%,17.2%,11.4%,6.6%,13.4%,7.6%,4.8%,26.7%,56.2%,17.1%,41.7%,42.5,56.7,0.7,0.0,0.0,0.0,0.0,0.2,0.0,**
Florida,12,4012,Miami-Dade County (part),1204012,41282,32.2,19.4,14.5,15.6,17.2%,40.5%,12.3%,51.7%,34.6%,13.7%,57.8%,42.2%,33.2%,32.0%,86.2%,7.8%,3.9%,2.0%,0.0%,0.0%,0.0%,2.7%,74.6%,0.1%,4.6%,1.6%,19.0%,16.0%,6.2%,10.5%,6.3%,3.0%,16.7%,58.5%,24.8%,28.2%,60.1,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Florida,12,4013,Miami-Dade County (part),1204013,25474,27.3,24.1,6.4,24.5,9.1%,41.2%,18.8%,56.6%,39.2%,4.2%,55.9%,44.1%,34.9%,25.7%,88.5%,7.3%,4.3%,0.0%,0.0%,0.0%,0.0%,6.7%,71.5%,0.3%,5.4%,3.8%,20.7%,8.8%,14.5%,7.9%,6.8%,3.4%,17.0%,63.1%,19.9%,31.1%,58.1,41.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,**
Florida,12,4014,Miami-Dade County (part),1204014,17020,18.5,21.4,11.2,17.7,16.4%,31.6%,23.0%,52.6%,38.6%,8.8%,49.7%,50.3%,27.6%,29.8%,72.6%,20.4%,4.4%,2.6%,0.0%,0.0%,0.0%,6.5%,73.5%,0.3%,7.7%,0.6%,16.1%,19.5%,8.7%,13.2%,6.0%,3.9%,15.8%,58.0%,26.3%,24.5%,61.2,38.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,**
Florida,12,4015,Miami-Dade County (part),1204015,18712,18.6,26.4,8.7,18.7,14.9%,40.1%,17.6%,62.2%,33.1%,4.7%,52.8%,47.2%,27.4%,25.7%,72.4%,20.2%,2.5%,4.6%,0.0%,0.0%,0.3%,6.1%,63.9%,0.8%,5.7%,1.8%,16.1%,11.4%,4.4%,7.3%,9.9%,4.7%,16.0%,50.8%,33.2%,31.9%,60.8,37.6,0.8,0.6,0.0,0.0,0.0,0.2,0.0,**
Florida,12,4016,Miami-Dade County (part),1204016,30744,32.0,26.0,14.6,17.3,17.9%,39.7%,10.4%,47.6%,44.5%,7.9%,49.0%,51.0%,31.3%,34.2%,91.7%,5.1%,1.7%,1.1%,0.0%,0.0%,0.4%,2.9%,74.1%,0.0%,4.9%,3.5%,18.8%,16.0%,12.3%,5.8%,8.3%,5.1%,14.2%,60.2%,25.6%,22.6%,63.3,36.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,Urdu
Florida,12,4017,Miami-Dade County (part),1204017,30352,24.2,31.3,19.3,15.4,15.9%,35.8%,13.6%,42.4%,47.3%,10.3%,49.4%,50.6%,35.3%,47.6%,77.7%,10.6%,6.8%,2.9%,0.6%,0.0%,1.5%,3.2%,77.3%,0.8%,2.7%,1.6%,24.0%,14.5%,5.7%,12.9%,5.3%,4.0%,9.4%,69.6%,21.0%,24.2%,62.3,34.1,0.0,0.0,0.0,0.0,0.0,3.5,2.0,Thai
Florida,12,4018,Miami-Dade County (part),1204018,21326,23.2,21.7,14.5,21.0,21.2%,34.3%,9.0%,44.9%,37.9%,17.2%,68.0%,32.0%,30.4%,36.1%,45.2%,14.3%,36.0%,2.7%,0.0%,0.0%,1.8%,4.1%,72.3%,0.1%,7.0%,1.2%,19.9%,17.4%,6.8%,7.6%,6.2%,5.2%,8.4%,79.8%,11.8%,9.3%,83.2,15.3,0.3,0.0,0.0,0.0,0.0,1.1,0.7,Burmese
Florida,12,4019,Miami-Dade County (part),1204019,42314,30.1,41.0,14.0,16.8,20.1%,35.9%,13.3%,53.3%,36.4%,10.3%,56.6%,43.4%,39.4%,40.9%,72.1%,10.7%,15.0%,2.0%,0.0%,0.0%,0.2%,5.5%,80.0%,4.1%,10.6%,1.5%,18.2%,14.0%,6.0%,11.4%,4.4%,2.7%,30.0%,56.0%,14.0%,21.6%,60.5,36.0,0.0,0.0,0.8,0.0,0.0,2.7,2.1,French Creole
Florida,12,4020,Miami-Dade County (part),1204020,29866,33.9,16.9,9.8,11.7,24.2%,35.0%,19.4%,55.7%,41.8%,2.4%,57.3%,42.7%,24.3%,21.6%,32.4%,52.5%,13.1%,0.6%,0.0%,0.0%,1.3%,8.9%,76.8%,4.1%,6.8%,5.0%,14.7%,9.2%,6.7%,20.2%,7.5%,3.2%,23.2%,63.0%,13.8%,11.1%,83.2,15.6,0.1,0.0,0.0,0.1,0.1,0.9,0.0,**
Georgia,13,100,"Walker County, Catoosa County, Dade County",1300100,21483,16.8,31.8,7.8,20.2,18.5%,39.2%,14.2%,59.0%,32.8%,8.2%,51.7%,48.3%,34.4%,29.4%,4.6%,86.1%,3.7%,4.0%,0.0%,1.5%,0.0%,16.5%,74.7%,1.0%,13.7%,12.1%,19.2%,8.3%,7.2%,12.6%,5.9%,5.6%,27.9%,62.7%,9.4%,3.0%,96.1,0.7,0.0,0.0,0.9,0.2,0.0,2.2,2.2,India n.e.c.
Georgia,13,200,"Whitfield County, Gordon County, Murray County",1300200,37418,22.9,26.2,19.3,16.2,20.0%,33.5%,11.0%,58.0%,38.8%,3.2%,53.7%,46.3%,29.4%,41.7%,21.4%,72.8%,4.7%,0.2%,0.0%,0.2%,0.6%,12.5%,70.2%,0.5%,7.0%,19.8%,11.8%,8.9%,6.5%,10.3%,2.3%,2.5%,26.6%,66.9%,6.4%,5.2%,94.6,5.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
Georgia,13,300,"Habersham County, Gilmer County, Lumpkin County, White County, Fannin County, Union County, Rabun County, Towns County",1300300,40743,26.1,32.2,13.7,11.4,17.5%,45.0%,12.5%,62.1%,33.5%,4.4%,50.8%,49.2%,33.3%,33.5%,8.5%,82.2%,7.1%,1.1%,0.0%,0.1%,0.9%,15.5%,78.1%,0.5%,12.1%,8.2%,17.1%,8.3%,6.3%,15.8%,4.1%,1.6%,21.7%,67.4%,11.0%,3.3%,95.7,3.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,**
Georgia,13,400,"Jackson County, Stephens County, Hart County, Franklin County, Banks County",1300400,26598,21.1,33.0,14.7,10.7,18.6%,39.2%,16.8%,55.4%,36.0%,8.6%,51.4%,48.6%,30.8%,38.5%,4.3%,82.2%,12.9%,0.0%,0.0%,0.0%,0.5%,16.0%,68.1%,1.8%,9.7%,5.9%,12.6%,8.8%,6.1%,12.5%,4.0%,5.4%,25.0%,66.7%,8.2%,1.0%,97.7,2.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,**
Georgia,13,500,"Clarke County, Oconee County, Madison County",1300500,26319,16.8,33.7,13.8,28.4,27.0%,25.9%,4.9%,71.3%,26.0%,2.7%,54.9%,45.1%,20.3%,33.1%,10.8%,54.2%,26.0%,5.0%,0.0%,0.3%,3.8%,11.5%,61.8%,1.2%,5.9%,5.2%,12.6%,7.3%,6.8%,15.7%,4.1%,2.3%,20.1%,67.4%,12.5%,3.3%,94.7,3.6,0.0,0.0,0.0,0.0,0.0,1.7,0.0,**
Georgia,13,600,Hall County,1300600,28638,19.3,33.0,15.7,15.5,20.3%,39.6%,8.8%,64.1%,31.3%,4.6%,50.8%,49.2%,29.7%,47.3%,31.2%,55.3%,10.4%,1.6%,0.5%,0.0%,1.0%,6.6%,71.9%,0.6%,8.5%,9.1%,19.0%,9.5%,10.1%,8.7%,2.7%,3.3%,25.7%,69.2%,5.1%,21.1%,82.3,16.6,0.0,0.7,0.4,0.0,0.0,0.0,0.0,**
Georgia,13,700,"Paulding County, Bartow County",1300700,43215,19.8,22.2,17.8,22.7,14.5%,40.1%,4.9%,55.1%,34.1%,10.7%,52.1%,47.9%,37.5%,45.2%,4.8%,79.7%,12.4%,0.3%,0.0%,0.3%,2.6%,5.7%,66.0%,0.5%,11.2%,11.3%,16.0%,7.5%,7.2%,8.7%,5.3%,2.2%,19.0%,73.7%,7.3%,1.0%,98.2,1.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,**
Georgia,13,800,"Forsyth County, Pickens County, Dawson County",1300800,39521,19.5,35.3,17.4,10.6,13.6%,51.6%,6.8%,53.6%,41.0%,5.4%,55.3%,44.7%,27.9%,38.9%,9.4%,76.0%,2.8%,8.3%,0.0%,0.1%,3.5%,8.5%,80.8%,3.1%,9.9%,8.0%,17.9%,14.0%,4.4%,9.4%,5.4%,2.4%,20.6%,71.2%,8.2%,6.1%,90.8,2.8,0.0,4.3,0.8,0.0,0.0,1.4,0.6,Czech
Georgia,13,900,"Walton County, Barrow County",1300900,22958,17.3,35.5,13.9,24.3,19.0%,36.8%,6.1%,53.8%,30.7%,15.5%,53.1%,46.9%,37.4%,34.8%,12.0%,72.9%,10.5%,2.6%,0.0%,0.0%,1.9%,5.1%,70.9%,0.0%,10.2%,7.4%,19.8%,11.6%,9.0%,8.2%,7.3%,3.9%,21.7%,68.0%,10.3%,3.2%,91.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Georgia,13,1000,"Upson County, Monroe County, Butts County, Lamar County, Pike County, Crawford County",1301000,24806,23.2,36.2,12.3,18.7,22.3%,35.0%,11.6%,58.4%,33.2%,8.4%,58.7%,41.3%,27.3%,38.0%,0.6%,60.6%,34.3%,0.9%,0.0%,0.8%,2.8%,10.2%,67.3%,1.4%,10.7%,10.5%,14.9%,8.3%,10.3%,8.2%,9.4%,4.3%,25.6%,73.5%,0.9%,1.1%,99.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
Georgia,13,1101,Fulton County (part),1301101,13295,9.8,9.6,11.4,13.8,17.0%,50.0%,7.9%,36.5%,46.9%,16.6%,51.6%,48.4%,33.6%,24.6%,2.4%,53.7%,11.8%,31.8%,0.0%,0.0%,0.2%,3.1%,79.2%,9.7%,0.0%,0.0%,10.1%,25.8%,13.7%,19.8%,1.0%,1.0%,17.6%,58.1%,24.4%,6.9%,77.9,0.7,7.7,6.0,1.0,0.0,2.6,4.1,3.0,Arabic
Georgia,13,1102,Fulton County (part),1301102,28146,16.1,10.7,11.0,12.5,28.7%,36.1%,11.7%,47.8%,40.5%,11.7%,52.8%,47.2%,26.7%,31.7%,27.3%,39.3%,29.4%,3.5%,0.0%,0.0%,0.5%,4.2%,70.2%,0.2%,5.5%,1.5%,10.1%,20.3%,7.1%,19.1%,10.3%,4.2%,18.5%,60.4%,21.1%,13.1%,81.1,14.6,0.0,0.1,0.0,0.0,0.8,3.2,0.9,Portuguese
Georgia,13,1103,Fulton County (part),1301103,15657,13.9,13.0,10.2,18.0,35.0%,27.6%,9.2%,58.1%,25.8%,16.0%,57.1%,42.9%,10.2%,12.9%,17.0%,40.9%,34.4%,6.3%,0.7%,0.0%,0.6%,7.2%,60.5%,0.0%,2.9%,3.0%,20.3%,13.6%,7.9%,17.6%,4.2%,1.3%,8.6%,52.7%,38.7%,14.7%,86.9,5.8,1.0,0.0,0.0,0.0,0.0,6.4,1.9,Bengali
Georgia,13,1104,Fulton County (part),1301104,25531,24.1,26.8,8.7,14.5,33.1%,33.0%,10.8%,62.0%,29.3%,8.6%,58.9%,41.1%,14.2%,15.2%,7.5%,25.0%,60.9%,2.8%,0.0%,0.6%,3.1%,8.2%,62.2%,0.3%,3.5%,4.2%,12.9%,15.4%,11.5%,15.8%,8.8%,4.6%,11.2%,67.1%,21.6%,4.3%,96.7,2.1,0.5,0.1,0.0,0.0,0.1,0.4,0.0,**
Georgia,13,1105,Fulton County (part),1301105,23524,33.3,45.4,9.2,17.5,18.5%,40.7%,14.1%,58.6%,38.3%,3.2%,46.7%,53.3%,13.4%,22.4%,7.7%,8.7%,81.8%,1.1%,0.0%,0.0%,0.8%,12.7%,68.5%,0.0%,7.7%,4.1%,17.1%,12.7%,11.5%,14.0%,7.1%,5.8%,21.3%,70.5%,8.3%,1.7%,96.2,3.0,0.3,0.0,0.0,0.0,0.0,0.5,0.0,**
Georgia,13,1106,Fulton County (part),1301106,20619,29.3,47.1,8.4,22.5,23.4%,35.9%,9.8%,70.0%,24.6%,5.4%,59.9%,40.1%,10.8%,30.9%,1.8%,0.4%,96.5%,0.0%,0.0%,0.0%,1.3%,7.7%,60.8%,0.0%,4.9%,0.8%,20.1%,15.1%,13.1%,13.7%,5.4%,6.5%,10.9%,81.7%,7.4%,0.6%,99.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Georgia,13,1107,Fulton County (part),1301107,29626,18.9,33.4,11.3,20.7,21.0%,37.9%,9.1%,55.5%,34.3%,10.2%,42.4%,57.6%,20.1%,32.7%,1.8%,9.6%,84.2%,3.0%,0.0%,1.1%,0.3%,6.4%,67.8%,2.5%,8.1%,4.4%,24.2%,9.9%,11.0%,11.0%,4.8%,2.6%,16.9%,57.6%,25.5%,0.9%,97.8,1.1,0.0,0.0,0.8,0.0,0.0,0.3,0.0,**
Georgia,13,1201,DeKalb County (part),1301201,10603,10.9,26.8,12.1,17.2,26.1%,27.0%,17.7%,48.7%,34.3%,17.1%,65.5%,34.5%,17.5%,15.8%,4.7%,36.2%,46.7%,12.4%,0.0%,0.0%,0.0%,5.6%,66.0%,0.0%,2.0%,3.4%,12.0%,15.7%,7.5%,15.6%,12.5%,3.3%,6.3%,59.2%,34.5%,6.1%,92.9,1.0,0.0,0.6,0.0,0.8,0.0,4.7,1.6,Gujarathi
Georgia,13,1202,DeKalb County (part),1301202,17829,18.3,15.2,16.7,20.4,20.4%,32.4%,10.1%,50.5%,38.5%,11.0%,49.7%,50.3%,20.6%,34.1%,35.5%,34.9%,13.5%,15.5%,0.0%,0.3%,0.4%,3.3%,74.8%,0.4%,6.9%,4.6%,9.9%,15.1%,11.6%,14.5%,7.1%,3.5%,29.6%,52.6%,17.8%,27.4%,70.0,19.0,1.2,1.3,3.4,0.2,0.7,4.2,1.3,Amharic
Georgia,13,1203,DeKalb County (part),1301203,21614,25.2,25.5,19.3,13.9,20.8%,40.0%,6.0%,61.0%,34.9%,4.1%,49.7%,50.3%,29.8%,47.9%,11.9%,22.1%,51.3%,12.9%,0.0%,0.2%,1.6%,4.7%,81.7%,0.0%,7.4%,5.2%,22.4%,13.7%,8.5%,11.1%,3.8%,4.4%,12.4%,72.5%,15.1%,14.5%,83.4,3.5,0.0,0.0,1.4,0.0,0.1,11.6,3.7,Amharic
Georgia,13,1204,DeKalb County (part),1301204,27328,30.9,38.7,4.6,18.2,26.5%,40.0%,10.7%,71.6%,21.0%,7.4%,54.6%,45.4%,17.8%,17.6%,3.6%,16.0%,79.1%,0.7%,0.0%,0.1%,0.5%,12.2%,53.7%,0.0%,6.1%,4.7%,14.9%,15.5%,10.8%,11.3%,4.6%,5.2%,18.6%,71.1%,10.3%,1.3%,98.2,0.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,**
Georgia,13,1205,DeKalb County (part),1301205,31279,24.2,24.9,30.0,12.0,21.3%,28.5%,8.2%,54.7%,39.5%,5.7%,41.7%,58.3%,15.1%,50.7%,4.7%,1.9%,88.5%,0.0%,0.0%,0.0%,4.9%,3.6%,60.3%,0.0%,3.0%,4.5%,12.7%,12.0%,12.2%,6.0%,6.3%,10.1%,14.9%,68.8%,16.3%,3.6%,96.5,3.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
Georgia,13,1206,DeKalb County (part),1301206,20277,21.6,39.0,8.4,21.0,22.4%,29.8%,18.4%,58.7%,33.9%,7.4%,49.9%,50.1%,12.8%,29.3%,1.5%,6.3%,89.8%,1.0%,0.0%,0.7%,0.6%,9.8%,67.4%,0.1%,12.6%,5.3%,16.2%,12.0%,17.4%,12.7%,5.6%,6.9%,11.3%,69.0%,19.7%,1.3%,96.2,0.9,0.0,0.2,0.0,0.0,0.0,2.8,0.8,Serbocroatian
Georgia,13,1301,Cobb County (part),1301301,20718,22.1,15.5,11.7,24.9,26.0%,31.9%,5.4%,63.9%,28.6%,7.5%,53.9%,46.1%,23.2%,23.9%,20.8%,36.6%,34.4%,5.0%,0.0%,0.0%,3.2%,8.1%,75.6%,1.0%,9.6%,6.2%,12.0%,17.5%,8.0%,14.2%,5.6%,6.5%,16.5%,63.3%,20.2%,15.1%,82.0,13.4,0.0,0.0,0.0,0.0,0.0,4.6,1.5,Bengali
Georgia,13,1302,Cobb County (part),1301302,10014,10.2,22.5,23.5,6.4,19.4%,39.1%,11.6%,33.8%,49.5%,16.7%,55.6%,44.4%,34.4%,50.0%,4.3%,70.5%,9.9%,2.7%,0.0%,0.4%,12.2%,4.4%,86.6%,0.0%,8.4%,4.3%,11.6%,13.4%,11.6%,18.4%,5.4%,1.8%,9.5%,62.6%,27.9%,2.7%,96.5,2.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,**
Georgia,13,1303,Cobb County (part),1301303,15344,15.9,19.9,4.7,20.5,28.7%,39.3%,6.8%,44.5%,54.0%,1.5%,49.9%,50.1%,10.8%,16.1%,8.4%,34.7%,50.0%,6.8%,0.0%,0.0%,0.0%,5.3%,79.4%,0.7%,1.8%,5.8%,26.0%,22.9%,10.3%,15.7%,2.9%,5.6%,7.8%,55.3%,36.9%,7.0%,90.4,2.3,1.2,0.0,0.0,0.0,0.0,6.0,2.6,Portuguese
Georgia,13,1304,Cobb County (part),1301304,28184,22.7,27.3,24.2,14.6,16.4%,30.6%,14.2%,60.6%,35.8%,3.6%,51.2%,48.8%,24.5%,45.8%,25.9%,16.3%,45.5%,11.9%,0.0%,0.4%,0.0%,9.1%,80.9%,0.0%,10.1%,2.4%,18.4%,11.0%,5.9%,9.0%,4.9%,3.5%,23.2%,66.3%,10.5%,17.6%,85.8,8.0,0.0,0.0,1.2,0.0,0.0,5.0,5.0,Gujarathi
Georgia,13,1305,Cobb County (part),1301305,27257,14.7,20.9,10.9,11.6,27.9%,39.9%,9.7%,40.5%,47.1%,12.5%,58.9%,41.1%,38.1%,40.5%,12.9%,49.7%,33.5%,0.9%,0.0%,2.0%,1.0%,5.9%,79.7%,0.0%,9.7%,5.3%,24.8%,17.8%,9.0%,12.7%,2.9%,4.4%,18.0%,60.4%,21.6%,4.7%,90.7,8.2,0.3,0.0,0.0,0.0,0.0,0.8,0.5,Japanese
Georgia,13,1401,Clayton County (part),1301401,29454,26.6,34.6,18.6,20.2,25.1%,29.2%,6.9%,60.6%,38.0%,1.4%,59.0%,41.0%,13.0%,36.8%,13.0%,17.2%,55.5%,9.9%,0.0%,0.0%,4.3%,10.2%,73.5%,1.0%,6.8%,5.4%,20.4%,13.7%,5.3%,11.8%,4.2%,5.6%,24.4%,68.1%,7.4%,8.5%,86.7,6.6,0.1,0.0,4.0,0.0,0.0,2.7,1.7,"Mon-Khmer, Cambodian"
Georgia,13,1402,Clayton County (part),1301402,27394,23.3,29.2,18.4,25.9,12.7%,36.2%,6.8%,57.3%,32.7%,10.0%,56.4%,43.6%,25.9%,46.3%,14.9%,11.6%,64.7%,5.5%,0.0%,0.5%,2.9%,9.2%,69.2%,0.0%,6.0%,3.3%,15.7%,18.5%,9.4%,9.8%,4.6%,6.4%,16.2%,72.8%,11.0%,6.8%,89.6,5.9,0.0,0.2,1.2,0.2,0.0,2.9,0.8,French Creole
Georgia,13,1501,Gwinnett County (part),1301501,28170,23.3,18.9,19.1,23.9,18.9%,28.4%,9.7%,49.7%,48.1%,2.2%,49.9%,50.1%,31.9%,43.5%,33.0%,19.8%,21.8%,23.1%,0.0%,0.2%,2.0%,5.6%,79.8%,0.0%,5.4%,4.2%,23.3%,9.6%,6.0%,6.3%,5.7%,9.1%,20.8%,65.2%,14.0%,13.8%,83.5,6.9,1.4,2.1,1.5,1.3,0.0,3.3,1.2,Bengali
Georgia,13,1502,Gwinnett County (part),1301502,27645,13.6,18.7,23.9,9.8,23.8%,39.7%,2.9%,39.0%,47.6%,13.4%,53.9%,46.1%,35.7%,60.4%,14.5%,49.3%,11.0%,24.1%,0.2%,0.0%,0.8%,6.1%,76.3%,0.4%,10.0%,5.4%,23.3%,12.0%,4.5%,9.6%,5.7%,0.0%,14.5%,63.9%,21.6%,24.0%,79.9,6.7,0.9,12.1,0.0,0.0,0.1,0.3,0.0,**
Georgia,13,1503,Gwinnett County (part),1301503,17142,11.9,32.1,14.3,16.2,30.1%,31.1%,8.2%,60.1%,32.9%,7.0%,47.9%,52.1%,28.4%,39.8%,19.8%,52.9%,27.2%,0.0%,0.0%,0.0%,0.1%,12.9%,60.3%,0.0%,9.7%,5.6%,8.1%,17.1%,22.5%,5.1%,4.6%,5.8%,12.6%,69.8%,17.6%,4.3%,92.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Georgia,13,1504,Gwinnett County (part),1301504,28537,25.6,19.3,21.1,15.2,25.0%,34.2%,4.6%,47.5%,47.1%,5.4%,53.5%,46.5%,33.6%,47.0%,41.3%,21.5%,19.9%,12.4%,0.0%,1.2%,3.7%,3.5%,83.1%,0.3%,7.6%,6.2%,15.3%,14.2%,7.3%,11.5%,5.3%,2.9%,24.8%,56.9%,18.3%,22.9%,70.8,18.3,1.5,0.0,5.1,0.0,0.0,4.4,1.2,Amharic
Georgia,13,1505,Gwinnett County (part),1301505,23166,20.2,22.3,17.2,22.2,20.0%,31.6%,9.0%,62.3%,29.7%,8.0%,48.5%,51.5%,35.0%,43.6%,17.9%,26.0%,24.3%,30.9%,0.0%,0.0%,1.0%,6.3%,68.9%,0.0%,11.0%,2.3%,15.4%,13.6%,6.8%,9.2%,4.7%,6.8%,19.1%,56.8%,24.1%,32.9%,65.1,11.3,2.5,13.3,4.0,0.0,0.0,3.9,2.5,Burmese
Georgia,13,1600,"Rockdale County, Newton County",1301600,33460,20.8,33.1,12.3,20.5,20.4%,34.8%,11.9%,53.6%,39.7%,6.8%,49.8%,50.2%,29.2%,41.1%,9.2%,44.0%,40.7%,1.8%,0.1%,0.2%,3.9%,12.5%,74.0%,0.5%,9.1%,5.1%,19.6%,15.5%,14.7%,6.4%,4.5%,1.6%,24.6%,66.0%,9.4%,6.8%,95.1,2.6,0.0,0.6,0.4,0.0,0.0,1.3,0.8,French Creole
Georgia,13,1700,Henry County,1301700,27308,14.7,43.6,22.0,14.2,21.6%,29.9%,12.3%,50.9%,40.6%,8.5%,53.7%,46.3%,26.2%,44.1%,4.7%,58.0%,28.3%,5.6%,0.0%,0.0%,3.4%,7.7%,56.0%,0.0%,9.6%,9.7%,20.9%,8.2%,8.2%,7.0%,4.1%,4.8%,13.6%,65.0%,21.4%,2.1%,96.9,1.6,0.0,0.0,0.8,0.0,0.0,0.7,0.7,Gujarathi
Georgia,13,1800,"Douglas County, Carroll County",1301800,42435,19.7,44.6,15.9,25.2,17.6%,32.9%,8.4%,68.5%,26.3%,5.1%,55.2%,44.8%,26.8%,37.0%,10.4%,56.4%,30.8%,0.9%,0.0%,0.2%,1.3%,13.4%,66.4%,0.5%,11.4%,4.7%,15.2%,13.4%,7.7%,11.9%,2.4%,6.4%,18.0%,69.1%,12.9%,2.5%,95.7,3.8,0.0,0.0,0.1,0.0,0.0,0.5,0.5,Indonesian
Georgia,13,1900,Cherokee County,1301900,29384,15.4,24.6,17.4,11.7,13.4%,45.4%,12.0%,57.5%,36.4%,6.0%,52.6%,47.4%,21.9%,37.0%,15.3%,68.6%,9.6%,2.0%,0.0%,1.8%,2.6%,11.7%,83.6%,0.1%,10.3%,9.1%,13.5%,11.1%,9.5%,15.6%,4.4%,2.8%,25.8%,58.5%,15.7%,8.6%,93.5,4.2,1.3,0.0,0.3,0.0,0.0,0.7,0.6,Cushite
Georgia,13,2000,"Fayette County, Coweta County, Spalding County",1302000,37501,14.6,37.1,14.3,20.6,19.7%,37.1%,8.3%,53.0%,39.3%,7.6%,51.5%,48.5%,32.5%,38.6%,16.5%,55.5%,24.3%,1.7%,0.0%,0.0%,2.0%,8.2%,76.2%,0.5%,7.2%,9.9%,17.5%,11.9%,6.0%,11.8%,7.8%,5.1%,25.4%,60.9%,13.8%,3.4%,97.0,2.1,0.0,0.1,0.6,0.0,0.0,0.2,0.0,**
Georgia,13,2100,"Floyd County, Polk County, Haralson County, Chattooga County",1302100,35916,22.6,35.4,10.8,15.9,21.8%,38.4%,13.1%,67.0%,29.7%,3.3%,60.2%,39.8%,34.0%,33.0%,9.8%,66.7%,21.8%,0.4%,0.4%,0.0%,0.9%,19.1%,66.2%,0.9%,10.6%,11.0%,13.8%,7.4%,8.7%,12.1%,4.2%,2.5%,29.5%,66.7%,3.8%,1.7%,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,**
Georgia,13,2200,"Elbert County, Morgan County, Greene County, Oglethorpe County, Wilkes County, Hancock County, Lincoln County, Warren County, Taliaferro County",1302200,20069,23.1,32.9,11.1,16.8,21.5%,38.7%,11.9%,65.5%,27.9%,6.6%,58.8%,41.2%,32.6%,31.3%,0.6%,48.0%,49.1%,0.9%,0.3%,0.3%,0.8%,7.2%,54.6%,3.6%,12.3%,10.7%,10.6%,7.3%,9.0%,5.1%,5.3%,2.8%,23.9%,71.5%,4.6%,2.1%,98.7,0.6,0.4,0.0,0.0,0.0,0.0,0.3,0.0,**
Georgia,13,2300,Richmond County,1302300,34807,19.8,40.3,8.9,23.4,20.2%,39.3%,8.1%,69.9%,25.2%,4.9%,53.1%,46.9%,13.2%,31.4%,3.4%,35.2%,58.1%,0.3%,0.9%,0.0%,2.1%,16.0%,64.8%,0.0%,7.5%,8.0%,19.4%,14.3%,6.8%,13.9%,4.3%,5.3%,22.2%,69.3%,8.5%,0.1%,99.3,0.1,0.0,0.0,0.1,0.0,0.2,0.3,0.0,**
